"se_history_id";"se_history_rootid";"se_history_previd";"se_history_nextid";"se_history_ins_batchid";"se_history_mut_batchid";"se_history_sourcekey";"se_history_sourcechecksum";"se_history_validfrom";"se_history_validto";"aanlegdatum";"ander_net";"bovenliggend_asset_collectie";"bovenliggend_asset_id";"change_id";"change_state";"eigenaar";"e_ls_ov_kabelsubgroep_id";"gebruik";"gemerkt";"gis_e_ls_kabel_type_id";"groep_nummer";"groep_volgnummer";"id";"lengte";"ligging_kaart";"master_asset_id";"opmerkingen";"opvoerdatum";"opvoergebruiker";"rwo_id";"sdl_metahistoryrootid";"status";"status_verkort";"stg_metahistoryrootid";"sdl_metahistoryid";"stg_metahistoryid"
1331941;1331941;;3207281;1;3;"1100847";"057e25ce5a61ba95e748e49b2fc51241";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1975-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;2925289735543607705;0;Active;Enexis;2925289735543607705;LS;;4795641963091068526;;;56317786;12.012722177590986;MULTILINESTRING ((234019.157 580930.638, 234017.503 580935.218), (234017.503 580935.218, 234016.602 580937.713, 234016.57753443165 580937.8692694682, 234016.6133374037 580938.023322972, 234016.7042180295 580938.1528250957, 234016.837 580938.2390000001, 234017.132 580938.359, 234020.408 580939.688));8410456966804464616;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1100847;Buiten bedrijf schroot;(BBS);794110;;
2802923;1495646;1495646;;3;;"1323569";"21c2dbc12d42ff6b37524e87f2dbe6c4";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2010-03-03 00:00:00.000;;e_ls_ov_kabelsubgroep;1427609075780205929;0;Active;Enexis;1427609075780205929;OV;;4795641963091066978;;;1427609075780616976;3.604274083988421;MULTILINESTRING ((90135.178 392373.62700000004, 90135.11 392371.813, 90136.899 392371.813));8410456966804733615;;2014-01-29 00:00:00.000;ovl_avineon46;{0, 0, 0};1323569;In bedrijf;;1094823;3294089;1094823
2802924;1527176;1527176;;3;;"1366411";f3b51e1c6d846bbafe4638e1ef1a6ae4;2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1993-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;5249712708856339114;0;Active;Enexis;5249712708856339114;OV;;4795641963091067032;;;1759829606489138125;78.46065991434402;MULTILINESTRING ((99844.466 405809.96, 99848.795 405807.39, 99849.912 405806.726, 99858.42 405801.66500000004, 99859.709 405800.898, 99866.596 405796.80100000004, 99867.37 405796.341, 99875.663 405791.408, 99876.566 405790.871, 99883.884 405786.518, 99884.01000000001 405786.443, 99890.346 405782.674, 99890.497 405782.58400000003, 99890.583 405782.533, 99893.168 405781.011, 99895.423 405779.7, 99898.001 405778.166, 99898.958 405777.58400000003, 99904.433 405774.256, 99905.251 405773.759, 99907.82800000001 405772.223, 99910.164 405770.855, 99911.892 405769.83900000004));8410456966804788170; ;2009-04-18 00:00:00.000;h4_nabewerker107;{0, 0, 0};1366411;In bedrijf;;1152812;3332695;1152812
2802925;345032;345032;;3;;"1323343";"1f5d38c028a7c019b01bd1e685dabf87";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;;(AA);;;0;Active;Enexis;0;Overig;;3757828807537459317;;;1427609075780592178;441.3411927927096;MULTILINESTRING ((207692.128 376837.113, 207693.535 376840.552, 207694.713546875 376843.512390625, 207695.83368749998 376846.4915625, 207696.895421875 376849.48951562506, 207697.89875 376852.50625000003, 207698.84367187502 376855.541765625, 207699.7301875 376858.59606250003, 207700.558296875 376861.66914062505, 207701.328 376864.761, 207706.794 376887.65, 207719.155 376939.41000000003, 207719.40899999999 376940.53075000003, 207719.63700000002 376941.657, 207723.66 376962.755, 207726.188 376976.01300000004, 207728.34343749998 376987.26093750005, 207730.51974999998 376998.50475, 207732.7169375 377009.7444375, 207734.935 377020.98, 207739.214 377042.553, 207739.573 377044.34500000003, 207739.642 377044.68700000003, 207739.78600000002 377045.2315, 207739.994 377045.755, 207740.006 377045.781, 207740.26225 377046.25275, 207740.575 377046.69, 207740.93850000002 377047.086, 207741.347 377047.436, 207741.384 377047.46400000004, 207741.79725 377047.742, 207742.239 377047.974, 207743.16 377048.37200000003, 207746.049 377049.548, 207782.271 377064.308, 207787.945 377066.62, 207796.909 377070.37, 207805.557 377073.988, 207819.59100000001 377079.84500000003, 207825.64 377082.363, 207826.60775000002 377082.77925, 207827.565 377083.218, 207827.708 377083.286, 207828.50300000003 377083.69875, 207829.266 377084.169, 207829.99375 377084.6935, 207830.683 377085.267, 207830.988 377085.539, 207831.418 377085.94625000004, 207831.824 377086.378, 207832.20375 377086.83375000005, 207832.555 377087.311, 207832.80000000002 377087.665, 207833.07200000001 377088.07725, 207833.326 377088.5, 207833.562 377088.93325, 207833.78 377089.37700000004, 207833.91700000002 377089.669, 207834.1875 377090.28075000003, 207834.435 377090.902, 207834.498 377091.07, 207834.65675 377091.53500000003, 207834.785 377092.01, 207834.978 377092.976, 207834.999 377093.105, 207835.116 377094.052, 207835.158 377095.00800000003, 207835.14500000002 377096.11100000003, 207834.892 377105.43700000003, 207834.795 377109.177, 207834.354 377126.06, 207834.038 377137.249), (207839.248 377211.525, 207838.973 377207.602, 207836.641 377174.368, 207835.374 377156.31200000003, 207835.271 377154.841, 207835.199 377153.81, 207835.196 377153.773, 207834.052 377137.479, 207834.038 377137.249));8410456966804733294;;2014-03-11 00:00:00.000;wvulpen;{0, 0, 0};1323343;In bedrijf;;1094508;3294090;1094508
2802926;1495492;1495492;;3;;"1323344";"13d67c560158962ce8c54e4243c667e3";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;;(AA);;;0;Active;Enexis;0;Overig;;3757828807537459317;;;1427609075780592179;74.70594636717458;MULTILINESTRING ((207747.75100000002 377045.382, 207768.964 377054.01900000003, 207774.242 377056.46400000004, 207777.949 377058.20900000003, 207778.231 377058.31200000003), (207778.231 377058.31200000003, 207779.662 377058.828, 207783.022 377060.243, 207786.554 377061.731, 207788.033 377062.354, 207792.978 377064.436), (207792.978 377064.436, 207796.933 377066.077), (207815.904 377073.34, 207816.84900000002 377073.71400000004), (207796.933 377066.077, 207804.663 377069.294), (207804.663 377069.294, 207815.904 377073.34));8410456966804733295;;2014-03-12 00:00:00.000;wvulpen;{0, 0, 0};1323344;In bedrijf;;1094509;3294091;1094509
2802927;344807;344807;;3;;"1322554";"4849c02e8c311def150c96e1fed8c93e";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2009-05-07 00:00:00.000;;e_ls_ov_kabelsubgroep;1427609075780649800;0;Active;Enexis;1427609075780649800;OV;;4795641963091067309;;;1427609075780569815;2.904262101192875;MULTILINESTRING ((204624.954 503396.54000000004, 204625.472 503396.027), (204624.268 503395.837, 204623.435 503394.983), (204624.954 503396.54000000004, 204624.268 503395.837));8410456966804732229;;2014-02-19 00:00:00.000;h4_bam_heulderi;{0, 0, 0};1322554;In bedrijf;;1093444;3294093;1093444
2802928;344808;344808;;3;;"1322555";"03d037f241cd9105e1673f5671fe1b3e";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1994-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;6307579616467253032;0;Active;Enexis;6307579616467253032;OV;;4795641963091066972;;;1427609075780569829;12.60914841881722;MULTILINESTRING ((205239.986 503992.414, 205242.688 503994.409, 205247.199 503986.333));8410456966804732238;;2014-02-20 00:00:00.000;h4_bam_heulderi;{0, 0, 0};1322555;In bedrijf;;1093452;3294094;1093452
2802929;1494908;1494908;;3;;"1322556";ace56976c65b6ea9d2e27429d54a103e;2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2012-07-26 00:00:00.000;;e_ls_ov_kabelsubgroep;96242136;0;Active;Enexis;96242136;OV;;4795641963091067988;;;1427609075780569830;32.274121056751476;MULTILINESTRING ((203100.537 502416.045, 203106.738 502412.168, 203107.89 502423.418, 203109.28100000002 502436.999));8410456966804732239;;2014-02-20 00:00:00.000;h4_bam_heulderi;{0, 0, 0};1322556;In bedrijf;;1093453;3294095;1093453
1331948;1331948;;3207292;1;3;"1100856";"94aed995965d4e54ce12abe63eeb3097";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1975-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101658074;0;Active;Enexis;101658074;LS;;4795641963091067612;;;56317799;130.6732179992742;MULTILINESTRING ((234435.343 580656.136, 234440.298 580657.204, 234441.522 580657.591, 234441.907 580657.712, 234442.75 580657.978, 234455.873 580662.1190000001, 234456.567 580662.338, 234472.43 580667.307, 234487.198 580671.932, 234489.46300000002 580672.627, 234490.68600000002 580673.002, 234502.152 580676.519, 234502.909 580676.751, 234503.725 580677.01, 234513.987 580680.268, 234524.769 580683.403, 234525.59 580682.954, 234527.14800000002 580683.427, 234527.529 580684.2440000001, 234533.233 580685.981, 234534.435 580686.35, 234546.028 580689.909), (234550.81100000002 580678.318, 234551.08800000002 580677.435), (234550.81100000002 580678.318, 234550.673 580678.828, 234550.43600000002 580679.026, 234550.121 580679.155, 234549.386 580678.933, 234546.028 580689.909));8410456966804464626;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1100856;In bedrijf;;794121;;
1331949;1331949;;3207293;1;3;"1100857";fc75867ac8abc17e38ec0f7bfa9abba3;2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1975-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101658978;0;Active;Enexis;101658978;LS;;4795641963091067600;;;56317800;4.641856156227138;MULTILINESTRING ((234737.767 580988.824, 234737.237 580989.693, 234736.84900000002 580990.377), (234739.188 580986.368, 234738.01 580988.425, 234737.767 580988.824));8410456966804464627;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1100857;In bedrijf;;794122;;
2803040;1495752;1495752;;3;;"1323713";"8039a9b56a5eb92b3651dc00db1ed7c5";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1971-09-03 00:00:00.000;;e_ls_ov_kabelsubgroep;1427609075782331991;0;Active;Enexis;1427609075782331991;OV;;4795641963091066972;;;1427609075780617239;62.42616904540655;MULTILINESTRING ((138169.621 401718.531, 138156.815 401697.654, 138151.519 401689.021, 138166.694 401679.672, 138172.439 401687.836));8410456966804733819;;2014-03-11 00:00:00.000;ovl_avineon46;{0, 0, 0};1323713;In bedrijf;;1095010;3294199;1095010
2803041;1495753;1495753;;3;;"1323714";e9188d0ab32986b393ca2d352ca5bd12;2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1965-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;5455522426378448353;0;Active;Enexis;5455522426378448353;OV;;4795641963091067032;;;1427609075780617240;72.74674089062907;MULTILINESTRING ((138169.621 401718.531, 138168.817 401718.992, 138165.717 401720.771, 138162.021 401723.02, 138158.307 401725.28, 138155.464 401727.01, 138137.987 401737.643, 138134.64800000002 401739.675, 138132.452 401741.011, 138128.196 401743.60000000003, 138109.454 401755.004, 138109.27495441673 401755.0878784446, 138109.084 401755.14, 138108.375 401755.24700000003, 138108.1840727395 401755.2961974357, 138108.007 401755.38300000003, 138107.255 401755.837));8410456966804733820;;2011-06-07 00:00:00.000;h4_nabewerker131;{0, 0, 0};1323714;In bedrijf;;1095011;3294200;1095011
2803042;1495712;1495712;;3;;"1323660";d485ebcf9f1a67407a741f825220b834;2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1964-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;5455522426378448357;0;Active;Enexis;5455522426378448357;LS/OV;;4795641963091068757;;;1427609075780617242;24.458149396658055;MULTILINESTRING ((138271.288 401791.836, 138271.476 401792.273, 138272.142 401793.818, 138272.786 401794.42100000003, 138273.087 401794.703, 138281.47 401813.963));8410456966804733822;   ;1999-03-13 00:00:00.000;NORAZIRA;{0, 0, 0};1323660;In bedrijf;;1095013;3294202;1095013
2803043;345119;345119;;3;;"1323691";dd0b5bc14c2671077586d184285ca19e;2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1971-09-09 00:00:00.000;;e_ls_ov_kabelsubgroep;1427609075782332129;0;Active;Enexis;1427609075782332129;OV;;4795641963091066972;;;1427609075780617244;64.3108775868969;MULTILINESTRING ((138047.316 401793.092, 138046.206 401793.802, 138033.89800000002 401774.412, 138027.706 401764.657, 138042.195 401755.46, 138048.555 401764.06, 138048.964 401764.51900000003));8410456966804733824;;2014-03-12 00:00:00.000;ovl_avineon46;{0, 0, 0};1323691;In bedrijf;;1095015;3294203;1095015
1281109;1281109;;3134190;1;3;"1032576";df1494fd33867e6c6949355df8f61328;2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1972-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;98421780;0;Active;Enexis;98421780;OV;;4795641963091067104;;;55738666;0.5678952368174961;MULTILINESTRING ((230935.353 542752.533, 230934.809 542752.37));8410456966804367769;;2007-07-06 00:00:00.000;DISIS Migratie emn;{0, 0, 0};1032576;In bedrijf;;702612;;
1332102;1332102;;3205819;1;3;"1101062";"6c92818acee9fe5b7c5554bc8c7c6d72";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1975-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101657724;0;Active;Enexis;101657724;LS;;4795641963091066896;;;56318087;1.8305056802250221;MULTILINESTRING ((234104.276 581089.2980000001, 234103.576 581088.993), (234103.16700000002 581089.975, 234103.362 581089.611, 234103.576 581088.993));8410456966804464902;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101062;In bedrijf;;794391;;
1332103;1332103;;3205820;1;3;"1101063";b5f17df983bf8fe3007b9f3a3d1b5826;2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1975-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101657938;0;Active;Enexis;101657938;LS;;4795641963091067134;;;56318088;29.10836556343636;MULTILINESTRING ((234496.421 581070.246, 234497.177 581070.497, 234497.74300000002 581070.193), (234497.74300000002 581070.193, 234496.265 581074.642), (234494.41 581080.225, 234496.265 581074.642), (234493.032 581084.373, 234494.41 581080.225), (234493.032 581084.373, 234492.638 581085.559, 234492.122 581085.996), (234491.612 581085.81, 234489.609 581085.077, 234487.633 581084.442), (234483.30000000002 581083.049, 234487.633 581084.442), (234483.30000000002 581083.049, 234483.589 581082.1730000001), (234491.612 581085.81, 234492.122 581085.996), (234495.874 581070.0650000001, 234496.421 581070.246));8410456966804464903;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101063;In bedrijf;;794392;;
1332126;1332126;;3205861;1;3;"1101100";dbe62d321c7e706496d103407b28aff3;2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1975-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101658018;0;Active;Enexis;101658018;LS;;4795641963091068694;;;56318231;6.005897582239946;MULTILINESTRING ((234322.67500000002 580940.6, 234323.287 580940.7490000001, 234323.52300000002 580940.755, 234323.718 580940.686, 234327.589 580937.908, 234327.726 580937.81));8410456966804465037;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101100;In bedrijf;;794529;;
2803044;345120;345120;;3;;"1323692";"765273b8c8f49496dc1e03ee2d646cc0";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1965-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;5455522426378448353;0;Active;Enexis;5455522426378448353;OV;;4795641963091067032;;;1427609075780617245;38.76455241161999;MULTILINESTRING ((138047.316 401793.092, 138047.29345636806 401793.2275361344, 138047.29354709774 401793.3648878186, 138047.31626969666 401793.5002821518, 138047.361 401793.63, 138047.427 401793.75200000004, 138050.336 401798.172, 138051.574 401800.053, 138051.845 401800.465, 138053.994 401803.729, 138066.728 401824.337, 138066.943 401824.685, 138067.74300000002 401825.951));8410456966804733825;;2011-06-07 00:00:00.000;h4_nabewerker131;{0, 0, 0};1323692;In bedrijf;;1095016;3294204;1095016
2803045;345121;345121;;3;;"1323693";"1c13ebe3c71919725a8c23ff25b21c41";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1972-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;5455522426378532148;0;Active;Enexis;5455522426378532148;OV;;4795641963091067125;;;1427609075780617250;7.56068135089083;MULTILINESTRING ((133035.838 395544.974, 133035.189 395543.262, 133035.017 395542.80700000003, 133034.844 395542.352), (133035.838 395544.974, 133035.905 395545.15, 133035.965 395545.30700000003, 133036.541 395546.825, 133037.526 395549.42100000003));8410456966804733829; ;2000-03-07 00:00:00.000;hamschre;{0, 0, 0};1323693;In bedrijf;;1095020;3294205;1095020
2803157;1498842;1498842;;3;;"1327922";"64462e591738b4bba226a8c2553af01d";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2008-12-25 00:00:00.000;;;;0;Active;Enexis;0;LS/OV;;4795641963091068694;;;1427609075780861706;7.515151684358384;MULTILINESTRING ((197520.064 322605.211, 197521.098 322602.167), (197521.098 322602.167, 197522.604 322598.139));8410456966804739593;voorheen HLN3238-04;2010-02-01 00:00:00.000;hrutten;{0, 0, 0};1327922;Buiten bedrijf schroot;(BBS);1100703;3294314;1100703
2803158;1498868;1498868;;3;;"1327911";bfaa39ad559cf9423d0c8601f2da00a8;2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1971-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;88870868;0;Active;Enexis;88870868;LS/OV;;4795641963091067670;;;1427609075780861707;28.81040823019809;MULTILINESTRING ((200639.07200000001 324373.668, 200639.533 324374.455), (200641.427 324371.153, 200640.46600000001 324371.702, 200639.968 324371.987, 200639.437 324372.291, 200639.2765875659 324372.4060923395, 200639.14173083476 324372.5504971714, 200639.03768010103 324372.71859247104, 200638.9684863081 324372.90383388696, 200638.93684333554 324373.0990095288, 200638.94398311977 324373.2965207429, 200638.989627692 324373.48867794615, 200639.07200000001 324373.668), (200662.286 324359.237, 200661.62600000002 324359.603, 200661.499 324359.674, 200658.052 324361.664, 200654.02300000002 324363.99, 200652.797 324364.68700000003, 200644.301 324369.515, 200643.18 324370.152, 200642.658 324370.449, 200641.427 324371.153));8410456966804739594; ;2002-09-18 00:00:00.000;gdaamen;{0, 0, 0};1327911;In bedrijf;;1100704;3294315;1100704
1332249;1332249;;3206037;1;3;"1101268";"438b42650205e5cdbe8070ba6886bb7f";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1951-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101728380;0;Active;Enexis;101728380;LS;;4795641963091068087;;;56318386;38.741372375041;MULTILINESTRING ((234385.242 581276.752, 234385.897 581273.274, 234386.021 581273.088, 234386.221 581273.036, 234414.46 581277.8150000001, 234414.546 581277.292, 234415.315 581272.639), (234384.668 581276.665, 234384.72400000002 581276.876, 234384.88700000002 581276.9890000001, 234385.106 581276.959, 234385.242 581276.752));8410456966804465182;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101268;In bedrijf;;794676;;
1332252;1332252;;3206042;1;3;"1101272";"76dd7a703629d6b7e1c3ff33e83a93df";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1994-01-01 00:00:00.000;;e_ls_ov_kabelsubgroep;101658298;0;Active;Enexis;101658298;LS;;4795641963091067567;;;56318391;73.89710897874598;MULTILINESTRING ((234976.264 581526.54, 234976.544 581526.808), (234926.228 581575.833, 234925.529 581575.14, 234925.788 581574.238, 234926.49 581573.531, 234968.117 581531.623, 234970.589 581529.134, 234971.23500000002 581529.775, 234973.742 581527.251), (234973.742 581527.251, 234973.848 581527.144, 234974.339 581526.651, 234975.334 581525.649, 234976.264 581526.54));8410456966804465186;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101272;In bedrijf;;794680;;
1332250;1332250;;3206067;1;3;"1101301";"07899fc9400089cd51fb21d5e9975089";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1968-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101658328;0;Active;Enexis;101658328;LS;;4795641963091067600;;;56318431;7.551234017855904;MULTILINESTRING ((234689.347 581418.854, 234691.524 581415.291, 234692.369 581413.868, 234693.209 581412.511, 234693.275 581412.405));8410456966804465225;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101301;In bedrijf;;794721;;
2803159;346228;346228;;3;;"1327923";"5557ecf5efbb4c78692ab30ec5638f8c";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2007-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;99814198;0;Active;Enexis;99814198;OV;;4795641963091068905;;;1427609075780861709;8.45207722254614;MULTILINESTRING ((181993.249 335082.371, 181990.097 335089.857, 181989.9994375 335089.91043750005, 181989.91575 335089.94075, 181989.8459375 335089.94793749996, 181989.79 335089.93200000003));8410456966804739595; ;2007-10-03 00:00:00.000;mherman5;{0, 0, 0};1327923;In bedrijf;;1100705;3294316;1100705
2803160;346229;346229;;3;;"1327924";"4fb723de6549c9aad7af5b926fb21281";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2014-02-04 00:00:00.000;;e_ls_ov_kabelsubgroep;89293094;0;Active;Enexis;89293094;LS/OV;;4795641963091067665;;;1427609075780861710;1.2994325684697918;MULTILINESTRING ((181871.877 331737.339, 181871.411 331736.126));8410456966804739596; ;2002-09-17 00:00:00.000;gdaamen;{0, 0, 0};1327924;In bedrijf;;1100706;3294317;1100706
2803161;346230;346230;;3;;"1327925";"271f1fef9a6599b78dd9ceeda35eb5b4";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2000-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;89293094;0;Active;Enexis;89293094;LS/OV;;4795641963091068757;;;1427609075780861711;28.552727055974458;MULTILINESTRING ((181871.411 331736.126, 181865.483 331720.705, 181865.4287646432 331720.5140551686, 181865.40950652078 331720.3164874685, 181865.42584461265 331720.1186469705, 181865.47725379237 331719.92689251393, 181865.56208170496 331719.74738732463, 181865.6776018762 331719.58590092225, 181865.82010134443 331719.44762367994, 181865.98500000002 331719.337), (181871.505 331714.2, 181871.60789967456 331714.14689739427, 181871.718 331714.11100000003, 181871.92916976698 331714.09240804636, 181872.13649289336 331714.13622239104, 181872.3219140985 331714.2386273465, 181872.4692854881 331714.39070470736, 181872.56577283645 331714.57921041595, 181872.60297328862 331714.787727956, 181872.57764714514 331714.99809802807, 181872.492 331715.192, 181872.42758688613 331715.3116711938, 181872.38 331715.439, 181872.34864732428 331715.5801951974, 181872.3379535743 331715.7244349821, 181872.34814204893 331715.8687074463, 181872.37900000002 331716.01, 181872.37999360458 331716.0135019193, 181872.381 331716.017), (181871.863 331717.161, 181865.98500000002 331719.337), (181872.381 331716.017, 181872.38347069937 331716.0245091631, 181872.386 331716.032, 181872.42272782396 331716.1986511973, 181872.42802169124 331716.36921036075, 181872.40169908322 331716.53779706254, 181872.3446675337 331716.6985988807, 181872.25889333914 331716.846071795, 181872.1473337663 331716.9751313307, 181872.01383509315 331717.0813278571, 181871.863 331717.161));8410456966804739597; ;2002-09-17 00:00:00.000;gdaamen;{0, 0, 0};1327925;In bedrijf;;1100707;3294318;1100707
2803162;1498715;1498715;;3;;"1327926";"04bef3d8c52c170c87043638f746bbba";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;2013-02-03 00:00:00.000;;e_ls_ov_kabelsubgroep;5249712708855026258;0;Active;Enexis;5249712708855026258;LS;;4795641963091067581;;;1427609075780861712;1.2028000665114715;MULTILINESTRING ((174690.566 316767.271, 174689.844 316768.233));8410456966804739598;;2009-02-28 00:00:00.000;Migratie MTR;{0, 0, 0};1327926;In bedrijf;;1100708;3294319;1100708
2803163;1498877;1498877;;3;;"1327927";"9ab596d09e92be7c94d3a96b394df288";2023-01-17 11:39:00.000;9999-12-31 23:59:59.000;1977-01-01 00:00:00.000;;e_ls_ov_kabelsubgroep;5249712708855026258;0;Active;Enexis;5249712708855026258;LS;;4795641963091066893;;;1427609075780861714;28.13525920376999;MULTILINESTRING ((174610.026 316730.947, 174587.905 316716.783, 174587.459 316716.49700000003, 174587.29 316716.38800000004, 174587.217436046 316716.3550286921, 174587.13928671976 316716.3446003425, 174587.06252498608 316716.3576454329, 174586.994 316716.393, 174586.909 316716.436, 174586.84 316716.449, 174586.758 316716.446, 174586.67500000002 316716.429, 174586.593 316716.396, 174586.364 316716.268, 174586.24300000002 316716.2));8410456966804739600;Kabel Meetdraad_actief: Ja;2009-02-28 00:00:00.000;Migratie MTR;{0, 0, 0};1327927;In bedrijf;;1100710;3294320;1100710
1332415;1332415;;3206306;1;3;"1101501";"06d9b74c32dcca563269fa666fc7fec5";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1986-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101658476;0;Active;Enexis;101658476;LS;;4795641963091067101;;;56318723;11.227524113536685;MULTILINESTRING ((234717.54 581277.541, 234716.423 581277.062, 234718.924 581271.254), (234718.924 581271.254, 234719.07700000002 581271.161, 234719.782 581271.447, 234720.287 581271.659), (234720.287 581271.659, 234720.132 581272.028), (234720.132 581272.028, 234719.977 581272.397), (234719.977 581272.397, 234719.82200000001 581272.7660000001), (234719.82200000001 581272.7660000001, 234720.744 581273.154));8410456966804465501;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101501;In bedrijf;;794997;;
1332416;1332416;;3206307;1;3;"1101502";"387bfa69f20c68fb53e9ea814b79fe3e";2022-12-06 11:45:00.000;2023-01-17 11:39:00.000;1986-12-25 00:00:00.000;;e_ls_ov_kabelsubgroep;101658486;0;Active;Enexis;101658486;LS;;4795641963091067101;;;56318728;10.825811547437578;MULTILINESTRING ((234717.54 581277.541, 234716.423 581277.062, 234718.924 581271.254), (234718.924 581271.254, 234719.07700000002 581271.161, 234719.782 581271.447, 234720.287 581271.659), (234720.287 581271.659, 234720.366 581271.476), (234720.366 581271.476, 234720.445 581271.292, 234720.604 581270.925), (234720.604 581270.925, 234721.522 581271.321));8410456966804465506;;2007-09-01 00:00:00.000;DISIS Migratie grn;{0, 0, 0};1101502;In bedrijf;;795000;;
